1719179510788_0,0.000,29.937,1719179510789,1,1
1719179510788_0,1.000,29.943,1719179510890,1,1
1719179510788_0,2.000,29.963,1719179510991,1,1
1719179510788_0,3.000,29.929,1719179511092,1,1
1719179510788_0,4.000,29.988,1719179511193,1,1
1719179510788_0,5.000,29.917,1719179511294,1,1
1719179510788_0,5.136,29.000,1719179511394,1,1
1719179510788_0,5.144,28.000,1719179511495,1,1
1719179510788_0,5.037,27.000,1719179511596,1,1
1719179510788_0,4.930,26.000,1719179511696,1,1
1719179510788_0,4.973,25.000,1719179511933,1,1
1719179510788_0,6.000,24.966,1719179512034,1,1
1719179510788_0,7.000,25.044,1719179512135,1,1
1719179510788_0,8.000,24.937,1719179512235,1,1
1719179510788_0,9.000,25.011,1719179512556,1,1
1719179510788_0,10.000,24.902,1719179512557,1,1
1719179510788_0,10.006,24.000,1719179512657,1,1
1719179510788_0,9.944,23.000,1719179512759,1,1
1719179510788_0,9.936,22.000,1719179512860,1,1
1719179510788_0,9.971,21.000,1719179512962,1,1
1719179510788_0,10.110,20.000,1719179513063,1,1
1719179510788_0,11.000,20.009,1719179513163,1,1
1719179510788_0,12.000,19.972,1719179513264,1,1
1719179510788_0,13.000,20.013,1719179513364,1,1
1719179510788_0,14.000,19.936,1719179513465,1,1
1719179510788_0,15.000,19.920,1719179513567,1,1
1719179510788_0,16.000,20.132,1719179513668,1,1
1719179510788_0,17.000,19.955,1719179513769,1,1
1719179510788_0,18.000,19.938,1719179513869,1,1
1719179510788_0,19.000,20.120,1719179513970,1,1
1719179510788_0,20.000,19.947,1719179514072,1,1
1719179510788_0,21.000,20.070,1719179514172,1,1
1719179510788_0,22.000,20.028,1719179514274,1,1
1719179510788_0,23.000,20.107,1719179514374,1,1
1719179510788_0,24.000,20.131,1719179514476,1,1
1719179510788_0,25.000,20.074,1719179514577,1,1
1719179510788_0,26.000,19.953,1719179514677,1,1
1719179510788_0,27.000,20.027,1719179514779,1,1
1719179510788_0,28.000,20.055,1719179514880,1,1
1719179510788_0,29.000,20.064,1719179514980,1,1
1719179510788_0,30.000,19.983,1719179515082,1,1
