1719179480793_3,0.000,15.063,1719179480793,4,4
1719179480793_3,4.000,14.905,1719179480895,4,4
1719179480793_3,5.037,12.000,1719179480996,4,4
1719179480793_3,7.000,10.116,1719179481096,4,4
1719179480793_3,9.995,9.000,1719179481197,4,4
1719179480793_3,9.933,5.000,1719179481299,4,4
1719179480793_3,14.000,5.115,1719179481399,4,4
1719179480793_3,18.000,4.914,1719179481501,4,4
1719179480793_3,22.000,4.930,1719179481603,4,4
1719179480793_3,26.000,5.065,1719179481937,4,4
1719179480793_3,30.000,5.091,1719179481938,4,4
