1719179510789_2,0.000,20.099,1719179510789,3,1
1719179510789_2,1.000,19.919,1719179510890,3,1
1719179510789_2,2.000,19.993,1719179510991,3,1
1719179510789_2,3.000,20.011,1719179511092,3,1
1719179510789_2,4.000,19.903,1719179511193,3,1
1719179510789_2,5.000,19.928,1719179511294,3,1
1719179510789_2,5.085,19.000,1719179511394,3,1
1719179510789_2,4.921,18.000,1719179511495,3,1
1719179510789_2,5.050,17.000,1719179511596,3,1
1719179510789_2,4.994,16.000,1719179511696,3,1
1719179510789_2,4.972,15.000,1719179511933,3,1
1719179510789_2,6.000,14.981,1719179512034,3,1
1719179510789_2,7.000,15.028,1719179512135,3,1
1719179510789_2,8.000,15.002,1719179512235,3,1
1719179510789_2,9.000,14.908,1719179512556,3,1
1719179510789_2,10.000,14.980,1719179512557,3,1
1719179510789_2,10.030,14.000,1719179512657,3,1
1719179510789_2,9.911,13.000,1719179512759,3,1
1719179510789_2,9.902,12.000,1719179512860,3,1
1719179510789_2,10.050,11.000,1719179512962,3,1
1719179510789_2,10.139,10.000,1719179513063,3,1
1719179510789_2,11.000,10.063,1719179513163,3,1
1719179510789_2,12.000,10.127,1719179513264,3,1
1719179510789_2,13.000,9.997,1719179513364,3,1
1719179510789_2,14.000,10.035,1719179513465,3,1
1719179510789_2,15.000,10.121,1719179513567,3,1
1719179510789_2,16.000,9.907,1719179513668,3,1
1719179510789_2,17.000,9.983,1719179513769,3,1
1719179510789_2,18.000,9.982,1719179513869,3,1
1719179510789_2,19.000,10.106,1719179513970,3,1
1719179510789_2,20.000,10.149,1719179514072,3,1
1719179510789_2,21.000,10.131,1719179514172,3,1
1719179510789_2,22.000,9.948,1719179514274,3,1
1719179510789_2,23.000,9.983,1719179514374,3,1
1719179510789_2,24.000,9.921,1719179514476,3,1
1719179510789_2,25.000,10.059,1719179514577,3,1
1719179510789_2,26.000,10.043,1719179514677,3,1
1719179510789_2,27.000,9.924,1719179514779,3,1
1719179510789_2,28.000,10.061,1719179514880,3,1
1719179510789_2,29.000,9.904,1719179514980,3,1
1719179510789_2,30.000,10.008,1719179515082,3,1
