1719179495796_4,0.000,10.149,1719179495796,5,4
1719179495796_4,4.000,10.146,1719179495897,5,4
1719179495796_4,4.983,7.000,1719179495998,5,4
1719179495796_4,7.000,5.033,1719179496100,5,4
1719179495796_4,9.906,4.000,1719179496200,5,4
1719179495796_4,10.054,0.000,1719179496301,5,4
1719179495796_4,14.000,0.007,1719179496403,5,4
1719179495796_4,18.000,0.004,1719179496503,5,4
1719179495796_4,22.000,0.076,1719179496605,5,4
1719179495796_4,26.000,0.138,1719179496926,5,4
1719179495796_4,30.000,0.083,1719179497028,5,4
