1719179560861_3,0.000,14.990,1719179560861,4,1
1719179560861_3,1.000,14.905,1719179560962,4,1
1719179560861_3,2.000,15.089,1719179561063,4,1
1719179560861_3,3.000,15.089,1719179561164,4,1
1719179560861_3,4.000,14.932,1719179561265,4,1
1719179560861_3,5.000,15.043,1719179561367,4,1
1719179560861_3,5.105,14.000,1719179561468,4,1
1719179560861_3,4.958,13.000,1719179561570,4,1
1719179560861_3,5.019,12.000,1719179561670,4,1
1719179560861_3,5.011,11.000,1719179562166,4,1
1719179560861_3,5.069,10.000,1719179562166,4,1
1719179560861_3,6.000,10.144,1719179562267,4,1
1719179560861_3,7.000,9.910,1719179562369,4,1
1719179560861_3,8.000,9.998,1719179562469,4,1
1719179560861_3,9.000,10.044,1719179562570,4,1
1719179560861_3,10.000,10.103,1719179562671,4,1
1719179560861_3,10.097,9.000,1719179562772,4,1
1719179560861_3,10.041,8.000,1719179562873,4,1
1719179560861_3,9.995,7.000,1719179562975,4,1
1719179560861_3,10.134,6.000,1719179563075,4,1
1719179560861_3,9.911,5.000,1719179563176,4,1
1719179560861_3,11.000,5.145,1719179563533,4,1
1719179560861_3,12.000,4.977,1719179563633,4,1
1719179560861_3,13.000,4.933,1719179563736,4,1
1719179560861_3,14.000,5.039,1719179563835,4,1
1719179560861_3,15.000,5.092,1719179563936,4,1
1719179560861_3,16.000,5.105,1719179564037,4,1
1719179560861_3,17.000,5.119,1719179564137,4,1
1719179560861_3,18.000,5.130,1719179564238,4,1
1719179560861_3,19.000,4.997,1719179564339,4,1
1719179560861_3,20.000,5.021,1719179564440,4,1
1719179560861_3,21.000,4.902,1719179564542,4,1
1719179560861_3,22.000,5.017,1719179564643,4,1
1719179560861_3,23.000,4.952,1719179564743,4,1
1719179560861_3,24.000,5.075,1719179564845,4,1
1719179560861_3,25.000,4.901,1719179564944,4,1
1719179560861_3,26.000,5.004,1719179565046,4,1
1719179560861_3,27.000,4.915,1719179565147,4,1
1719179560861_3,28.000,5.072,1719179565248,4,1
1719179560861_3,29.000,4.963,1719179565349,4,1
1719179560861_3,30.000,5.046,1719179565714,4,1
