1719179505798_3,0.000,15.043,1719179505799,4,1
1719179505798_3,1.000,14.939,1719179505900,4,1
1719179505798_3,2.000,15.125,1719179506000,4,1
1719179505798_3,3.000,15.143,1719179506102,4,1
1719179505798_3,4.000,15.041,1719179506202,4,1
1719179505798_3,5.000,14.901,1719179506303,4,1
1719179505798_3,4.916,14.000,1719179506403,4,1
1719179505798_3,5.086,13.000,1719179506506,4,1
1719179505798_3,5.103,12.000,1719179506606,4,1
1719179505798_3,5.012,11.000,1719179506706,4,1
1719179505798_3,4.961,10.000,1719179506808,4,1
1719179505798_3,6.000,9.982,1719179506909,4,1
1719179505798_3,7.000,10.017,1719179507009,4,1
1719179505798_3,8.000,10.055,1719179507111,4,1
1719179505798_3,9.000,9.953,1719179507430,4,1
1719179505798_3,10.000,10.005,1719179507431,4,1
1719179505798_3,9.955,9.000,1719179507531,4,1
1719179505798_3,10.084,8.000,1719179507633,4,1
1719179505798_3,10.068,7.000,1719179507733,4,1
1719179505798_3,9.919,6.000,1719179507835,4,1
1719179505798_3,9.927,5.000,1719179507935,4,1
1719179505798_3,11.000,5.007,1719179508037,4,1
1719179505798_3,12.000,4.962,1719179508138,4,1
1719179505798_3,13.000,4.945,1719179508237,4,1
1719179505798_3,14.000,4.916,1719179508339,4,1
1719179505798_3,15.000,4.993,1719179508441,4,1
1719179505798_3,16.000,4.973,1719179508541,4,1
1719179505798_3,17.000,4.953,1719179508643,4,1
1719179505798_3,18.000,4.946,1719179508743,4,1
1719179505798_3,19.000,5.069,1719179508845,4,1
1719179505798_3,20.000,5.018,1719179508945,4,1
1719179505798_3,21.000,5.024,1719179509047,4,1
1719179505798_3,22.000,4.985,1719179509149,4,1
1719179505798_3,23.000,4.988,1719179509249,4,1
1719179505798_3,24.000,5.082,1719179509351,4,1
1719179505798_3,25.000,5.073,1719179509451,4,1
1719179505798_3,26.000,4.939,1719179509552,4,1
1719179505798_3,27.000,5.134,1719179509654,4,1
1719179505798_3,28.000,5.059,1719179509755,4,1
1719179505798_3,29.000,4.986,1719179509856,4,1
1719179505798_3,30.000,4.928,1719179509957,4,1
