1719113610885_4,0.000,10.004,1719113610885,5,2
1719113610885_4,2.000,9.972,1719113610986,5,2
1719113610885_4,4.000,10.147,1719113611087,5,2
1719113610885_4,5.124,9.000,1719113611188,5,2
1719113610885_4,5.080,7.000,1719113611289,5,2
1719113610885_4,4.922,5.000,1719113611390,5,2
1719113610885_4,7.000,4.974,1719113611491,5,2
1719113610885_4,9.000,4.968,1719113611592,5,2
1719113610885_4,10.048,4.000,1719113611693,5,2
1719113610885_4,10.133,2.000,1719113612011,5,2
1719113610885_4,10.001,0.000,1719113612113,5,2
1719113610885_4,12.000,0.073,1719113612214,5,2
1719113610885_4,14.000,0.045,1719113612316,5,2
1719113610885_4,16.000,0.023,1719113612417,5,2
1719113610885_4,18.000,0.035,1719113612517,5,2
1719113610885_4,20.000,0.039,1719113612619,5,2
1719113610885_4,22.000,0.055,1719113612721,5,2
1719113610885_4,24.000,0.045,1719113612822,5,2
1719113610885_4,26.000,0.023,1719113612924,5,2
1719113610885_4,28.000,0.071,1719113613025,5,2
1719113610885_4,30.000,0.048,1719113613126,5,2
