1719179510799_3,0.000,15.051,1719179510800,4,1
1719179510799_3,1.000,15.053,1719179510901,4,1
1719179510799_3,2.000,15.123,1719179511001,4,1
1719179510799_3,3.000,15.109,1719179511102,4,1
1719179510799_3,4.000,15.143,1719179511203,4,1
1719179510799_3,5.000,15.102,1719179511304,4,1
1719179510799_3,4.991,14.000,1719179511406,4,1
1719179510799_3,5.067,13.000,1719179511506,4,1
1719179510799_3,5.138,12.000,1719179511607,4,1
1719179510799_3,5.146,11.000,1719179511933,4,1
1719179510799_3,5.148,10.000,1719179511933,4,1
1719179510799_3,6.000,9.909,1719179512034,4,1
1719179510799_3,7.000,10.090,1719179512135,4,1
1719179510799_3,8.000,10.007,1719179512235,4,1
1719179510799_3,9.000,9.907,1719179512556,4,1
1719179510799_3,10.000,10.126,1719179512657,4,1
1719179510799_3,10.005,9.000,1719179512759,4,1
1719179510799_3,10.115,8.000,1719179512860,4,1
1719179510799_3,10.123,7.000,1719179512962,4,1
1719179510799_3,9.978,6.000,1719179513063,4,1
1719179510799_3,9.975,5.000,1719179513164,4,1
1719179510799_3,11.000,4.908,1719179513264,4,1
1719179510799_3,12.000,5.149,1719179513364,4,1
1719179510799_3,13.000,5.150,1719179513465,4,1
1719179510799_3,14.000,5.076,1719179513567,4,1
1719179510799_3,15.000,5.033,1719179513668,4,1
1719179510799_3,16.000,4.927,1719179513769,4,1
1719179510799_3,17.000,4.952,1719179513869,4,1
1719179510799_3,18.000,5.026,1719179513970,4,1
1719179510799_3,19.000,5.119,1719179514072,4,1
1719179510799_3,20.000,5.057,1719179514172,4,1
1719179510799_3,21.000,4.962,1719179514274,4,1
1719179510799_3,22.000,5.058,1719179514374,4,1
1719179510799_3,23.000,4.938,1719179514476,4,1
1719179510799_3,24.000,5.084,1719179514577,4,1
1719179510799_3,25.000,4.915,1719179514677,4,1
1719179510799_3,26.000,5.079,1719179514779,4,1
1719179510799_3,27.000,4.908,1719179514880,4,1
1719179510799_3,28.000,4.977,1719179514980,4,1
1719179510799_3,29.000,5.015,1719179515082,4,1
1719179510799_3,30.000,5.049,1719179515629,4,1
