1719179490795_3,0.000,14.934,1719179490795,4,4
1719179490795_3,4.000,14.936,1719179490896,4,4
1719179490795_3,4.929,12.000,1719179490997,4,4
1719179490795_3,7.000,10.030,1719179491098,4,4
1719179490795_3,9.927,9.000,1719179491200,4,4
1719179490795_3,9.911,5.000,1719179491300,4,4
1719179490795_3,14.000,4.964,1719179491402,4,4
1719179490795_3,18.000,5.102,1719179491502,4,4
1719179490795_3,22.000,5.044,1719179491604,4,4
1719179490795_3,26.000,5.103,1719179491706,4,4
1719179490795_3,30.000,5.136,1719179491806,4,4
