1719113514767_3,0.000,20.074,1719113514767,4,3
1719113514767_3,3.000,20.075,1719113514868,4,3
1719113514767_3,6.000,20.089,1719113514970,4,3
1719113514767_3,9.000,20.065,1719113515070,4,3
1719113514767_3,12.000,19.925,1719113515172,4,3
1719113514767_3,15.000,19.992,1719113515272,4,3
1719113514767_3,18.000,20.107,1719113515373,4,3
1719113514767_3,21.000,20.095,1719113515704,4,3
1719113514767_3,24.000,20.062,1719113515804,4,3
1719113514767_3,27.000,20.055,1719113515906,4,3
1719113514767_3,30.000,19.926,1719113516006,4,3
