1719113489766_3,0.000,20.069,1719113489767,4,2
1719113489766_3,2.000,20.046,1719113489867,4,2
1719113489766_3,4.000,20.140,1719113489969,4,2
1719113489766_3,6.000,20.113,1719113490071,4,2
1719113489766_3,8.000,20.123,1719113490195,4,2
1719113489766_3,10.000,20.128,1719113490296,4,2
1719113489766_3,12.000,20.146,1719113490396,4,2
1719113489766_3,14.000,19.906,1719113490738,4,2
1719113489766_3,16.000,20.020,1719113491052,4,2
1719113489766_3,18.000,19.931,1719113491153,4,2
1719113489766_3,20.000,19.988,1719113491476,4,2
1719113489766_3,22.000,20.045,1719113491694,4,2
1719113489766_3,24.000,20.004,1719113491694,4,2
1719113489766_3,26.000,20.083,1719113491795,4,2
1719113489766_3,28.000,19.984,1719113491897,4,2
1719113489766_3,30.000,20.075,1719113491998,4,2
