1719113529771_4,0.000,25.064,1719113529772,5,3
1719113529771_4,3.000,25.029,1719113529872,5,3
1719113529771_4,6.000,25.007,1719113529972,5,3
1719113529771_4,9.000,25.024,1719113530073,5,3
1719113529771_4,12.000,25.067,1719113530175,5,3
1719113529771_4,15.000,25.078,1719113530276,5,3
1719113529771_4,18.000,25.149,1719113530376,5,3
1719113529771_4,21.000,25.058,1719113530478,5,3
1719113529771_4,24.000,24.967,1719113530578,5,3
1719113529771_4,27.000,24.955,1719113530679,5,3
1719113529771_4,30.000,25.035,1719113530780,5,3
