1719113502266_3,0.000,19.936,1719113502267,4,2
1719113502266_3,2.000,20.137,1719113502367,4,2
1719113502266_3,4.000,19.909,1719113502469,4,2
1719113502266_3,6.000,20.065,1719113502569,4,2
1719113502266_3,8.000,20.031,1719113502671,4,2
1719113502266_3,10.000,20.029,1719113502772,4,2
1719113502266_3,12.000,20.143,1719113502873,4,2
1719113502266_3,14.000,20.122,1719113502973,4,2
1719113502266_3,16.000,19.914,1719113503075,4,2
1719113502266_3,18.000,19.915,1719113503176,4,2
1719113502266_3,20.000,20.061,1719113503276,4,2
1719113502266_3,22.000,20.050,1719113503378,4,2
1719113502266_3,24.000,20.000,1719113503478,4,2
1719113502266_3,26.000,20.133,1719113503580,4,2
1719113502266_3,28.000,19.974,1719113503682,4,2
1719113502266_3,30.000,20.111,1719113503782,4,2
